indexInDoc	indexInText	token	taggerPOS	goldPOS	correct?
660	781	could	VB	VB	YES
661	782	serve	VB	VB	YES
662	783	as	OO	OO	YES
663	784	the	OO	OO	YES
664	785	musical	JJ	JJ	YES
665	786	chorus	NN	NN	YES
666	787	in	OO	OO	YES
667	788	the	OO	OO	YES
668	789	skit	NN	NN	YES
669	791	Another	JJ	JJ	YES
670	792	popular	JJ	JJ	YES
671	793	approach	NN	NN	YES
672	794	is	VB	VB	YES
673	795	inspired	VB	VB	YES
674	796	by	OO	OO	YES
675	797	the	OO	OO	YES
676	798	theory	NN	NN	YES
677	799	of	OO	OO	YES
678	800	intervening	JJ	VB	NO
679	801	opportunities	NN	NN	YES
680	802	and	OO	OO	YES
681	803	it	NN	NN	YES
682	804	has	VB	VB	YES
683	805	been	VB	VB	YES
684	806	concreted	VB	VB	YES
685	807	into	OO	OO	YES
686	808	the	OO	OO	YES
687	810	radiation	NN	NN	YES
688	811	models	NN	NN	YES
689	813	Individuals	NN	NN	YES
690	814	are	VB	VB	YES
691	815	supposed	VB	VB	YES
692	816	to	OO	OO	YES
693	817	travel	VB	VB	YES
694	818	until	OO	OO	YES
695	819	they	NN	NN	YES
696	820	find	VB	VB	YES
697	821	a	OO	OO	YES
698	822	job	NN	NN	YES
699	823	opportunity	NN	NN	YES
700	825	so	OO	OO	YES
701	826	the	OO	OO	YES
702	827	population	NN	NN	YES
703	828	and	OO	OO	YES
704	829	jobs	NN	NN	YES
705	830	spatial	JJ	JJ	YES
706	831	distributions	NN	NN	YES
707	832	naturally	RB	RB	YES
708	833	lead	VB	VB	YES
709	834	to	OO	OO	YES
710	835	a	OO	OO	YES
711	836	trip	NN	NN	YES
712	837	flow	NN	NN	YES
713	838	network	NN	NN	YES
714	840	In	OO	OO	YES
715	841	this	OO	OO	YES
716	842	paper	NN	NN	YES
717	844	we	NN	NN	YES
718	845	perform	VB	VB	YES
719	846	a	OO	OO	YES
720	847	thorough	JJ	JJ	YES
721	848	comparison	NN	NN	YES
722	849	between	OO	OO	YES
723	850	the	OO	OO	YES
724	851	gravity	NN	NN	YES
725	852	and	OO	OO	YES
726	853	the	OO	OO	YES
727	854	radiation	NN	NN	YES
728	855	approaches	NN	NN	YES
729	856	in	OO	OO	YES
730	857	their	JJ	JJ	YES
731	858	ability	NN	NN	YES
732	859	at	OO	OO	YES
733	860	estimating	VB	VB	YES
734	861	commuting	JJ	VB	NO
735	862	flows	NN	NN	YES
736	864	We	NN	NN	YES
737	865	test	VB	VB	YES
738	866	the	OO	OO	YES
739	867	gravity	NN	NN	YES
740	868	and	OO	OO	YES
741	869	the	OO	OO	YES
742	870	radiation	NN	NN	YES
743	871	laws	NN	NN	YES
744	872	against	OO	OO	YES
745	873	empirical	JJ	JJ	YES
746	874	trip	NN	NN	YES
747	875	data	NN	NN	YES
748	876	at	OO	OO	YES
749	877	different	JJ	JJ	YES
750	878	scales	NN	NN	YES
751	879	and	OO	OO	YES
752	880	coming	VB	VB	YES
753	881	from	OO	OO	YES
754	882	different	JJ	JJ	YES
755	883	countries	NN	NN	YES
756	885	Different	JJ	JJ	YES
757	886	versions	NN	NN	YES
758	887	of	OO	OO	YES
759	888	the	OO	OO	YES
760	889	gravity	NN	NN	YES
761	890	and	OO	OO	YES
762	891	the	OO	OO	YES
763	892	radiation	NN	NN	YES
764	893	laws	NN	NN	YES
765	894	are	VB	VB	YES
766	895	used	VB	VB	YES
767	896	to	OO	OO	YES
768	897	estimate	VB	VB	YES
769	898	the	OO	OO	YES
770	899	probability	NN	NN	YES
771	900	that	OO	OO	YES
772	901	an	OO	OO	YES
773	902	individual	NN	NN	YES
774	903	has	VB	VB	YES
775	904	to	OO	OO	YES
776	905	commute	NN	VB	NO
777	906	from	OO	OO	YES
778	907	one	NN	OO	NO
779	908	unit	NN	NN	YES
780	909	to	OO	OO	YES
781	910	another	OO	OO	YES
782	912	called	VB	VB	YES
783	913	trip	NN	NN	YES
784	914	distribution	NN	NN	YES
785	915	law	NN	NN	YES
786	917	Based	VB	VB	YES
787	918	on	OO	OO	YES
788	919	these	OO	OO	YES
789	920	probability	NN	NN	YES
790	921	distribution	NN	NN	YES
791	922	the	OO	OO	YES
792	923	commuting	NN	NN	YES
793	924	networks	NN	NN	YES
794	925	are	VB	VB	YES
795	926	simulated	VB	VB	YES
796	927	with	OO	OO	YES
797	928	different	JJ	JJ	YES
798	929	trip	NN	NN	YES
799	930	distribution	NN	NN	YES
800	931	models	NN	NN	YES
801	933	We	NN	NN	YES
802	934	show	VB	VB	YES
803	935	that	OO	OO	YES
804	936	the	OO	OO	YES
805	937	gravity	NN	NN	YES
806	938	law	NN	NN	YES
807	939	performs	VB	VB	YES
808	940	better	JJ	JJ	YES
809	941	than	OO	OO	YES
810	942	the	OO	OO	YES
811	943	radiation	NN	NN	YES
812	944	law	NN	NN	YES
813	945	to	OO	OO	YES
814	946	estimate	VB	VB	YES
815	947	the	OO	OO	YES
816	948	commuting	NN	NN	YES
817	949	flows	VB	VB	YES
818	951	to	OO	OO	YES
819	952	preserve	VB	VB	YES
820	953	the	OO	OO	YES
821	954	structure	NN	NN	YES
822	955	of	OO	OO	YES
823	956	the	OO	OO	YES
824	957	network	NN	NN	YES
825	958	and	OO	OO	YES
826	959	to	OO	OO	YES
827	960	fit	VB	VB	YES
828	961	the	OO	OO	YES
829	962	commuting	NN	NN	YES
830	963	distance	NN	NN	YES
831	964	distribution	NN	NN	YES
832	965	although	OO	OO	YES
833	966	it	NN	NN	YES
834	967	fails	VB	VB	YES
835	968	at	OO	OO	YES
836	969	predicting	VB	VB	YES
837	970	commuting	JJ	VB	NO
838	971	flows	NN	NN	YES
839	972	at	OO	OO	YES
840	973	large	JJ	JJ	YES
841	974	distances	NN	NN	YES
842	976	Finally	RB	RB	YES
843	978	we	NN	NN	YES
844	979	show	VB	VB	YES
845	980	that	OO	OO	YES
846	981	both	OO	OO	YES
847	982	approaches	NN	NN	YES
848	983	can	VB	VB	YES
849	984	be	VB	VB	YES
850	985	used	VB	VB	YES
851	986	in	OO	OO	YES
852	987	absence	NN	NN	YES
853	988	of	OO	OO	YES
854	989	detailed	JJ	JJ	YES
855	990	data	NN	NN	YES
856	991	for	OO	OO	YES
857	992	calibration	NN	NN	YES
858	993	since	OO	OO	YES
859	994	the	OO	OO	YES
860	995	only	JJ	JJ	YES
861	996	parameter	NN	NN	YES
862	997	of	OO	OO	YES
863	998	both	OO	OO	YES
864	999	the	OO	OO	YES
865	1000	gravity	NN	NN	YES
866	1001	and	OO	OO	YES
867	1002	the	OO	OO	YES
868	1003	radiation	NN	NN	YES
869	1004	laws	NN	NN	YES
870	1005	depends	VB	VB	YES
871	1006	only	RB	RB	YES
872	1007	on	OO	OO	YES
873	1008	the	OO	OO	YES
874	1009	scale	NN	NN	YES
875	1010	of	OO	OO	YES
876	1011	the	OO	OO	YES
877	1012	geographic	JJ	JJ	YES
878	1013	unit	NN	NN	YES
879	1015	The	OO	OO	YES
880	1016	dominant	JJ	JJ	YES
881	1017	spirit	NN	NN	YES
882	1019	however	RB	RB	YES
883	1021	that	OO	OO	YES
884	1022	haunts	VB	VB	YES
885	1023	this	OO	OO	YES
886	1024	enchanted	JJ	JJ	YES
887	1025	region	NN	NN	YES
888	1027	and	OO	OO	YES
889	1028	seems	VB	VB	YES
890	1029	to	OO	OO	YES
891	1030	be	VB	VB	YES
892	1032	of	OO	OO	YES
893	1033	all	OO	OO	YES
894	1034	the	OO	OO	YES
895	1035	powers	NN	NN	YES
896	1036	of	OO	OO	YES
897	1037	the	OO	OO	YES
898	1038	air	NN	NN	YES
899	1040	is	VB	VB	YES
900	1041	the	OO	OO	YES
901	1042	apparition	NN	NN	YES
902	1043	of	OO	OO	YES
903	1044	a	OO	OO	YES
904	1045	figure	NN	NN	YES
905	1046	on	OO	OO	YES
906	1047	horseback	NN	NN	YES
907	1049	without	OO	OO	YES
908	1050	a	OO	OO	YES
909	1051	head	NN	NN	YES
910	1053	It	NN	NN	YES
911	1054	is	VB	VB	YES
912	1055	said	VB	VB	YES
913	1056	by	OO	OO	YES
914	1057	some	OO	OO	YES
915	1058	to	OO	OO	YES
916	1059	be	VB	VB	YES
917	1060	the	OO	OO	YES
918	1061	ghost	NN	NN	YES
919	1062	of	OO	OO	YES
920	1063	a	OO	OO	YES
921	1064	Hessian	NN	JJ	NO
922	1065	trooper	NN	NN	YES
923	1067	whose	JJ	JJ	YES
924	1068	head	NN	NN	YES
925	1069	had	VB	VB	YES
926	1070	been	VB	VB	YES
927	1071	carried	VB	VB	YES
928	1072	away	RB	RB	YES
929	1073	by	OO	OO	YES
930	1074	a	OO	OO	YES
931	1077	in	OO	OO	YES
932	1078	some	OO	OO	YES
933	1079	nameless	JJ	JJ	YES
934	1080	battle	NN	NN	YES
935	1081	during	OO	OO	YES
936	1082	the	OO	OO	YES
937	1083	Revolutionary	NN	NN	YES
938	1084	War	NN	NN	YES
939	1086	and	OO	OO	YES
940	1087	who	NN	NN	YES
941	1088	is	VB	VB	YES
942	1089	ever	RB	RB	YES
943	1090	and	OO	OO	YES
944	1091	anon	OO	RB	NO
945	1092	seen	VB	VB	YES
946	1093	by	OO	OO	YES
947	1094	the	OO	OO	YES
948	1095	country	NN	NN	YES
949	1096	folk	NN	NN	YES
950	1097	hurrying	VB	VB	YES
951	1098	along	OO	RB	NO
952	1099	in	OO	OO	YES
953	1100	the	OO	OO	YES
954	1101	gloom	NN	NN	YES
955	1102	of	OO	OO	YES
956	1103	night	NN	NN	YES
957	1105	as	OO	OO	YES
958	1106	if	OO	OO	YES
959	1107	on	OO	OO	YES
960	1108	the	OO	OO	YES
961	1109	wings	NN	NN	YES
962	1110	of	OO	OO	YES
963	1111	the	OO	OO	YES
964	1112	wind	NN	NN	YES
965	1114	His	JJ	JJ	YES
966	1115	haunts	NN	NN	YES
967	1116	are	VB	VB	YES
968	1117	not	RB	RB	YES
969	1118	confined	VB	VB	YES
970	1119	to	OO	OO	YES
971	1120	the	OO	OO	YES
972	1121	valley	NN	NN	YES
973	1123	but	OO	OO	YES
974	1124	extend	VB	VB	YES
975	1125	at	OO	OO	YES
976	1126	times	NN	NN	YES
977	1127	to	OO	OO	YES
978	1128	the	OO	OO	YES
979	1129	adjacent	JJ	JJ	YES
980	1130	roads	NN	NN	YES
981	1132	and	OO	OO	YES
982	1133	especially	RB	RB	YES
983	1134	to	OO	OO	YES
984	1135	the	OO	OO	YES
985	1136	vicinity	NN	NN	YES
986	1137	of	OO	OO	YES
987	1138	a	OO	OO	YES
988	1139	church	NN	NN	YES
989	1140	at	OO	OO	YES
990	1141	no	OO	OO	YES
991	1142	great	JJ	JJ	YES
992	1143	distance	NN	NN	YES
993	1145	Indeed	RB	RB	YES
994	1147	certain	JJ	JJ	YES
995	1148	of	OO	OO	YES
996	1149	the	OO	OO	YES
997	1150	most	RB	RB	YES
998	1151	authentic	JJ	JJ	YES
999	1152	historians	NN	NN	YES
1000	1153	of	OO	OO	YES
1001	1154	those	OO	OO	YES
1002	1155	parts	NN	NN	YES
1003	1157	who	NN	NN	YES
1004	1158	have	VB	VB	YES
1005	1159	been	VB	VB	YES
1006	1160	careful	JJ	JJ	YES
1007	1161	in	OO	OO	YES
1008	1162	collecting	VB	VB	YES
1009	1163	and	OO	OO	YES
1010	1164	collating	VB	VB	YES
1011	1165	the	OO	OO	YES
1012	1166	floating	JJ	VB	NO
1013	1167	facts	NN	NN	YES
1014	1168	concerning	VB	VB	YES
1015	1169	this	OO	OO	YES
1016	1170	spectre	NN	NN	YES
1017	1172	allege	NN	VB	NO
1018	1173	that	OO	OO	YES
1019	1174	the	OO	OO	YES
1020	1175	body	NN	NN	YES
1021	1176	of	OO	OO	YES
1022	1177	the	OO	OO	YES
1023	1178	trooper	NN	NN	YES
1024	1179	having	VB	VB	YES
1025	1180	been	VB	VB	YES
1026	1181	buried	VB	VB	YES
1027	1182	in	OO	OO	YES
1028	1183	the	OO	OO	YES
1029	1184	churchyard	NN	NN	YES
1030	1186	the	OO	OO	YES
1031	1187	ghost	NN	NN	YES
1032	1188	rides	NN	VB	NO
1033	1189	forth	RB	RB	YES
1034	1190	to	OO	OO	YES
1035	1191	the	OO	OO	YES
1036	1192	scene	NN	NN	YES
1037	1193	of	OO	OO	YES
1038	1194	battle	NN	NN	YES
1039	1195	in	OO	OO	YES
1040	1196	nightly	OO	JJ	NO
1041	1197	quest	NN	NN	YES
1042	1198	of	OO	OO	YES
1043	1199	his	JJ	JJ	YES
1044	1200	head	NN	NN	YES
1045	1202	and	OO	OO	YES
1046	1203	that	OO	OO	YES
1047	1204	the	OO	OO	YES
1048	1205	rushing	VB	VB	YES
1049	1206	speed	NN	NN	YES
1050	1207	with	OO	OO	YES
1051	1208	which	OO	OO	YES
1052	1209	he	NN	NN	YES
1053	1210	sometimes	RB	RB	YES
1054	1211	passes	VB	VB	YES
1055	1212	along	OO	OO	YES
1056	1213	the	OO	OO	YES
1057	1214	Hollow	NN	NN	YES
1058	1216	like	OO	OO	YES
1059	1217	a	OO	OO	YES
1060	1218	midnight	NN	NN	YES
1061	1219	blast	NN	NN	YES
1062	1221	is	VB	VB	YES
1063	1222	owing	VB	VB	YES
1064	1223	to	OO	OO	YES
1065	1224	his	JJ	JJ	YES
1066	1225	being	VB	VB	YES
1067	1226	belated	VB	VB	YES
1068	1228	and	OO	OO	YES
1069	1229	in	OO	OO	YES
1070	1230	a	OO	OO	YES
1071	1231	hurry	NN	NN	YES
1072	1232	to	OO	OO	YES
1073	1233	get	VB	VB	YES
1074	1234	back	RB	RB	YES
1075	1235	to	OO	OO	YES
1076	1236	the	OO	OO	YES
1077	1237	churchyard	NN	NN	YES
1078	1238	before	OO	OO	YES
1079	1239	daybreak	NN	NN	YES
1080	1241	If	NN	NN	YES
1081	1243	not	RB	RB	YES
1082	1244	willing	JJ	JJ	YES
1083	1245	to	OO	OO	YES
1084	1246	go	VB	VB	YES
1085	1247	outside	OO	OO	YES
1086	1248	the	OO	OO	YES
1087	1249	parameters	NN	NN	YES
1088	1250	set	VB	VB	YES
1089	1251	by	OO	OO	YES
1090	1252	conglomerates	NN	NN	YES
1091	1254	that	OO	OO	YES
1092	1255	safety	NN	NN	YES
1093	1256	net	NN	NN	YES
1094	1257	of	OO	OO	YES
1095	1258	success	NN	NN	YES
1096	1260	theres	RB	OO	NO
1097	1261	no	OO	OO	YES
1098	1262	point	NN	NN	YES
1099	1263	venturing	VB	VB	YES
1100	1264	out	OO	OO	YES
1101	1265	on	OO	OO	YES
1102	1266	your	JJ	JJ	YES
1103	1267	own	JJ	JJ	YES
1104	1270	Lee	NN	NN	YES
1105	1271	assures	NN	VB	NO
1106	1273	Many	JJ	JJ	YES
1107	1274	young	JJ	JJ	YES
1108	1275	entrepreneurs	NN	NN	YES
1109	1276	seem	VB	VB	YES
1110	1277	to	OO	OO	YES
1111	1278	be	VB	VB	YES
1112	1279	jumping	VB	VB	YES
1113	1280	on	OO	OO	YES
1114	1281	the	OO	OO	YES
1115	1282	bandwagon	NN	NN	YES
1116	1284	approaching	VB	VB	YES
1117	1285	the	OO	OO	YES
1118	1286	startup	JJ	NN	NO
1119	1287	game	NN	NN	YES
1120	1288	for	OO	OO	YES
1121	1289	the	OO	OO	YES
1122	1290	wrong	JJ	JJ	YES
1123	1291	reasons	NN	NN	YES
1124	1293	without	OO	OO	YES
1125	1294	any	OO	OO	YES
1126	1295	clear	JJ	JJ	YES
1127	1296	strategy	NN	NN	YES
1128	1297	in	OO	OO	YES
1129	1298	mind	NN	NN	YES
1130	1301	Lee	NN	NN	YES
1131	1302	notes	NN	NN	YES
1132	1304	If	NN	NN	YES
1133	1306	not	RB	RB	YES
1134	1307	hungry	JJ	JJ	YES
1135	1308	enough	RB	RB	YES
1136	1310	if	OO	OO	YES
1137	1312	not	RB	RB	YES
1138	1313	ready	JJ	JJ	YES
1139	1314	to	OO	OO	YES
1140	1315	startup	VB	VB	YES
1141	1316	a	OO	OO	YES
1142	1317	new	JJ	JJ	YES
1143	1318	company	NN	NN	YES
1144	1320	then	RB	RB	YES
1145	1323	better	JJ	JJ	YES
1146	1324	to	OO	OO	YES
1147	1325	jump	VB	VB	YES
1148	1326	ship	NN	NN	YES
1149	1329	President	NN	NN	YES
1150	1330	Park	NN	NN	YES
1151	1332	has	VB	VB	YES
1152	1333	vowed	VB	VB	YES
1153	1334	to	OO	OO	YES
1154	1335	cut	VB	VB	YES
1155	1336	through	OO	OO	YES
1156	1337	red	JJ	JJ	YES
1157	1338	tap	NN	NN	YES
1158	1339	and	OO	OO	YES
1159	1340	provide	VB	VB	YES
1160	1341	financial	JJ	JJ	YES
1161	1342	incentive	NN	NN	YES
1162	1343	for	OO	OO	YES
1163	1344	entrepreneurs	NN	NN	YES
1164	1346	earmarking	VB	VB	YES
1165	1348	92	OO	OO	YES
1166	1349	billion	OO	OO	YES
1167	1350	to	OO	OO	YES
1168	1351	support	VB	VB	YES
1169	1352	small	JJ	JJ	YES
1170	1353	and	OO	OO	YES
1171	1355	businesses	NN	NN	YES
1172	1357	which	OO	OO	YES
1173	1358	also	RB	RB	YES
1174	1359	encompasses	VB	VB	YES
1175	1360	startups	NN	NN	YES
1176	1362	But	OO	OO	YES
1177	1363	getting	VB	VB	YES
1178	1364	startups	NN	NN	YES
1179	1365	off	OO	OO	YES
1180	1366	the	OO	OO	YES
1181	1367	ground	NN	NN	YES
1182	1368	is	VB	VB	YES
1183	1369	one	OO	OO	YES
1184	1370	thing	NN	NN	YES
1185	1372	turning	VB	VB	YES
1186	1373	them	NN	NN	YES
1187	1374	into	OO	OO	YES
1188	1375	sustainable	JJ	JJ	YES
1189	1376	businesses	NN	NN	YES
1190	1377	is	VB	VB	YES
1191	1378	another	OO	OO	YES
1192	1380	It	NN	NN	YES
1193	1381	seems	VB	VB	YES
1194	1382	only	RB	RB	YES
1195	1383	a	OO	OO	YES
1196	1384	matter	NN	NN	YES
1197	1385	of	OO	OO	YES
1198	1386	time	NN	NN	YES
1199	1387	before	OO	OO	YES
1200	1388	such	JJ	JJ	YES
1201	1389	inflated	JJ	JJ	YES
1202	1390	expectations	NN	NN	YES
1203	1391	burst	NN	VB	NO
1204	1393	if	OO	OO	YES
1205	1394	entrepreneurs	NN	NN	YES
1206	1396	keep	VB	VB	YES
1207	1397	at	OO	OO	YES
1208	1398	it	NN	NN	YES
1209	1399	for	OO	OO	YES
1210	1400	the	OO	OO	YES
1211	1401	right	JJ	JJ	YES
1212	1402	reasons	NN	NN	YES
1213	1404	Another	OO	OO	YES
1214	1405	obstacle	NN	NN	YES
1215	1406	for	OO	OO	YES
1216	1407	many	JJ	JJ	YES
1217	1408	entrepreneurs	NN	NN	YES
1218	1409	is	VB	VB	YES
1219	1410	the	OO	OO	YES
1220	1411	apparent	JJ	JJ	YES
1221	1412	lack	NN	NN	YES
1222	1413	of	OO	OO	YES
1223	1414	corporate	JJ	JJ	YES
1224	1415	culture	NN	NN	YES
1225	1416	that	OO	OO	YES
1226	1417	actively	RB	RB	YES
1227	1418	embraces	VB	VB	YES
1228	1420	deals	NN	NN	YES
1229	1422	which	OO	OO	YES
1230	1424	in	OO	OO	YES
1231	1425	turn	NN	NN	YES
1232	1427	rewards	VB	VB	YES
1233	1428	founders	NN	NN	YES
1234	1429	with	OO	OO	YES
1235	1430	attractive	JJ	JJ	YES
1236	1431	valuations	NN	NN	YES
1237	1433	According	VB	VB	YES
1238	1434	to	OO	OO	YES
1239	1435	Go	VB	VB	YES
1240	1438	chairman	NN	NN	YES
1241	1439	of	OO	OO	YES
1242	1440	The	OO	OO	YES
1243	1441	Korean	NN	NN	YES
1244	1442	Business	NN	NN	YES
1245	1443	Angels	NN	NN	YES
1246	1444	Association	NN	NN	YES
1247	1446	the	OO	OO	YES
1248	1447	government	NN	NN	YES
1249	1448	remains	VB	VB	YES
1250	1449	slow	JJ	JJ	YES
1251	1450	at	OO	OO	YES
1252	1451	harnessing	VB	VB	YES
1253	1452	the	OO	OO	YES
1254	1453	potential	NN	NN	YES
1255	1454	of	OO	OO	YES
1256	1455	younger	JJ	JJ	YES
1257	1456	entrepreneurs	NN	NN	YES
1258	1458	many	OO	OO	YES
1259	1459	of	OO	OO	YES
1260	1460	whom	NN	NN	YES
1261	1461	are	VB	VB	YES
1262	1462	still	RB	RB	YES
1263	1463	under	OO	OO	YES
1264	1464	the	OO	OO	YES
1265	1465	spell	NN	NN	YES
1266	1466	of	OO	OO	YES
1267	1467	larger	JJ	JJ	YES
1268	1468	conglomerates	NN	NN	YES
1269	1469	that	OO	OO	YES
1270	1470	hold	VB	VB	YES
1271	1471	a	OO	OO	YES
1272	1472	monopoly	NN	NN	YES
1273	1473	on	OO	OO	YES
1274	1474	the	OO	OO	YES
1275	1475	country	NN	NN	YES
1276	1477	tech	NN	NN	YES
1277	1478	industries	NN	NN	YES
