indexInText	indexInSentence	sentenceNumber	startingChar	endingChar	token	posTag
1	1	1	1	5	﻿The	OO
2	2	1	6	14	European	JJ
3	3	1	15	24	insurance	NN
4	4	1	25	31	sector	NN
5	5	1	32	36	will	VB
6	6	1	37	41	soon	RB
7	7	1	42	44	be	VB
8	8	1	45	50	faced	VB
9	9	1	51	55	with	OO
10	10	1	56	59	the	OO
11	11	1	60	71	application	NN
12	12	1	72	74	of	OO
13	13	1	75	83	Solvency	NN
14	14	1	84	85	2	OO
15	15	1	86	96	regulation	NN
16	16	1	97	102	norms	NN
17	17	1	102	103	.	OO
18	1	2	1	3	It	NN
19	2	2	4	8	will	VB
20	3	2	9	15	create	VB
21	4	2	16	17	a	OO
22	5	2	18	22	real	JJ
23	6	2	23	29	change	NN
24	7	2	30	32	in	OO
25	8	2	33	37	risk	NN
26	9	2	38	48	management	NN
27	10	2	49	58	practices	NN
28	11	2	58	59	.	OO
29	1	3	1	4	The	OO
30	2	3	5	9	ORSA	NN
31	3	3	10	18	approach	NN
32	4	3	19	21	of	OO
33	5	3	22	25	the	OO
34	6	3	26	32	second	JJ
35	7	3	33	39	pillar	NN
36	8	3	40	45	makes	VB
37	9	3	46	49	the	OO
38	10	3	50	57	capital	NN
39	11	3	58	68	allocation	NN
40	12	3	69	71	an	OO
41	13	3	72	81	important	JJ
42	14	3	82	90	exercise	NN
43	15	3	91	94	for	OO
44	16	3	95	98	all	OO
45	17	3	99	107	insurers	NN
46	18	3	108	111	and	OO
47	19	3	112	121	specially	RB
48	20	3	122	125	for	OO
49	21	3	126	132	groups	NN
50	22	3	132	133	.	OO
51	1	4	1	12	Considering	VB
52	2	4	13	27	multi-branches	NN
53	3	4	28	33	firms	NN
54	4	4	33	34	,	OO
55	5	4	35	42	capital	NN
56	6	4	43	53	allocation	NN
57	7	4	54	57	has	VB
58	8	4	58	60	to	OO
59	9	4	61	63	be	VB
60	10	4	64	69	based	VB
61	11	4	70	72	on	OO
62	12	4	73	74	a	OO
63	13	4	75	87	multivariate	JJ
64	14	4	88	92	risk	NN
65	15	4	93	101	modeling	NN
66	16	4	101	102	.	OO
67	1	5	1	8	Several	JJ
68	2	5	9	19	allocation	NN
69	3	5	20	27	methods	NN
70	4	5	28	31	are	VB
71	5	5	32	39	present	JJ
72	6	5	40	42	in	OO
73	7	5	43	46	the	OO
74	8	5	47	57	literature	NN
75	9	5	58	61	and	OO
76	10	5	62	70	insurers	NN
77	11	5	71	80	practices	NN
78	12	5	80	81	.	OO
79	1	6	1	3	In	OO
80	2	6	4	8	this	OO
81	3	6	9	14	paper	NN
82	4	6	14	15	,	OO
83	5	6	16	18	we	NN
84	6	6	19	26	present	VB
85	7	6	27	28	a	OO
86	8	6	29	32	new	JJ
87	9	6	33	37	risk	NN
88	10	6	38	48	allocation	NN
89	11	6	49	55	method	NN
90	12	6	55	56	,	OO
91	13	6	57	59	we	NN
92	14	6	60	65	study	VB
93	15	6	66	69	its	JJ
94	16	6	70	79	coherence	NN
95	17	6	80	85	using	VB
96	18	6	86	88	an	OO
97	19	6	89	98	axiomatic	JJ
98	20	6	99	107	approach	NN
99	21	6	107	108	,	OO
100	22	6	109	112	and	OO
101	23	6	113	115	we	NN
102	24	6	116	119	try	VB
103	25	6	120	122	to	OO
104	26	6	123	129	define	VB
105	27	6	130	134	what	NN
106	28	6	135	138	the	OO
107	29	6	139	143	best	JJ
108	30	6	144	154	allocation	NN
109	31	6	155	161	choice	NN
110	32	6	162	165	for	OO
111	33	6	166	168	an	OO
112	34	6	169	178	insurance	NN
113	35	6	179	184	group	NN
114	36	6	185	187	is	VB
115	37	6	187	188	.	OO
116	1	7	1	13	Introduction	NN
117	2	7	14	22	Solvency	NN
118	3	7	23	24	2	OO
119	4	7	25	34	standards	NN
120	5	7	35	39	will	VB
121	6	7	40	44	make	VB
122	7	7	45	46	a	OO
123	8	7	47	54	radical	JJ
124	9	7	55	61	change	NN
125	10	7	62	64	in	OO
126	11	7	65	69	risk	NN
127	12	7	70	80	management	NN
128	13	7	81	90	practices	NN
129	14	7	91	93	in	OO
130	15	7	94	97	the	OO
131	16	7	98	107	actuarial	JJ
132	17	7	108	114	sector	NN
133	18	7	114	115	.	OO
134	1	8	1	5	They	NN
135	2	8	6	9	are	VB
136	3	8	10	15	based	VB
137	4	8	16	18	on	OO
138	5	8	19	20	a	OO
139	6	8	21	34	strengthening	NN
140	7	8	35	37	of	OO
141	8	8	38	42	risk	NN
142	9	8	43	50	control	NN
143	10	8	51	54	and	OO
144	11	8	55	67	minimization	NN
145	12	8	68	70	of	OO
146	13	8	71	72	a	OO
147	14	8	73	77	ruin	NN
148	15	8	78	89	probability	NN
149	16	8	89	90	.	OO
150	1	9	1	4	The	OO
151	2	9	5	18	determination	NN
152	3	9	19	21	of	OO
153	4	9	22	25	the	OO
154	5	9	26	34	economic	JJ
155	6	9	35	45	regulatory	JJ
156	7	9	46	53	capital	NN
157	8	9	54	58	will	VB
158	9	9	59	61	be	VB
159	10	9	62	67	faced	VB
160	11	9	68	73	under	OO
161	12	9	74	78	this	OO
162	13	9	79	89	prudential	JJ
163	14	9	90	99	mechanism	NN
164	15	9	100	104	with	OO
165	16	9	105	106	a	OO
166	17	9	107	111	kind	NN
167	18	9	112	114	of	OO
168	19	9	115	129	methodological	JJ
169	20	9	130	140	revolution	NN
170	21	9	140	141	.	OO
171	1	10	1	2	A	OO
172	2	10	3	10	choices	NN
173	3	10	11	13	of	OO
174	4	10	14	15	a	OO
175	5	10	16	26	dependence	NN
176	6	10	27	32	model	NN
177	7	10	33	40	between	OO
178	8	10	41	50	different	JJ
179	9	10	51	56	risks	NN
180	10	10	57	60	and	OO
181	11	10	61	63	of	OO
182	12	10	64	66	an	OO
183	13	10	67	78	aggregation	NN
184	14	10	79	90	methodology	NN
185	15	10	91	94	are	VB
186	16	10	95	99	both	OO
187	17	10	100	108	required	VB
188	18	10	108	109	.	OO
189	1	11	1	3	In	OO
190	2	11	4	7	the	OO
191	3	11	8	18	prescribed	VB
192	4	11	19	27	Standard	NN
193	5	11	28	35	Formula	NN
194	6	11	35	36	,	OO
195	7	11	37	42	risks	NN
196	8	11	43	54	aggregation	NN
197	9	11	55	57	is	VB
198	10	11	58	62	done	VB
199	11	11	63	68	using	VB
200	12	11	69	80	correlation	NN
201	13	11	81	89	matrices	NN
202	14	11	90	94	that	OO
203	15	11	95	102	connect	VB
204	16	11	103	111	families	NN
205	17	11	112	115	and	OO
206	18	11	116	127	subfamilies	NN
207	19	11	128	130	of	OO
208	20	11	131	136	risks	NN
209	21	11	136	137	.	OO
210	1	12	1	5	Once	RB
211	2	12	6	9	the	OO
212	3	12	10	18	Solvency	NN
213	4	12	19	26	Capital	NN
214	5	12	27	38	Requirement	NN
215	6	12	39	43	(SCR	NN
216	7	12	43	44	)	OO
217	8	12	45	47	is	VB
218	9	12	48	58	calculated	VB
219	10	12	58	59	,	OO
220	11	12	60	63	its	JJ
221	12	12	64	74	allocation	NN
222	13	12	75	82	between	OO
223	14	12	83	86	the	OO
224	15	12	87	96	different	JJ
225	16	12	97	102	risky	JJ
226	17	12	103	111	activity	NN
227	18	12	112	120	branches	NN
228	19	12	121	128	becomes	VB
229	20	12	129	132	the	OO
230	21	12	133	136	new	JJ
231	22	12	137	148	operational	JJ
232	23	12	149	158	challenge	NN
233	24	12	158	159	.	OO
234	1	13	1	8	Capital	NN
235	2	13	9	19	allocation	NN
236	3	13	20	22	is	VB
237	4	13	23	25	an	OO
238	5	13	26	34	internal	JJ
239	6	13	35	43	exercise	NN
240	7	13	43	44	,	OO
241	8	13	45	54	certainly	RB
242	9	13	55	58	not	RB
243	10	13	59	69	controlled	VB
244	11	13	70	72	by	OO
245	12	13	73	76	the	OO
246	13	13	77	82	first	JJ
247	14	13	83	89	pillar	NN
248	15	13	90	92	of	OO
249	16	13	93	101	Solvency	NN
250	17	13	102	103	2	OO
251	18	13	103	104	,	OO
252	19	13	105	108	but	OO
253	20	13	109	111	it	NN
254	21	13	112	117	plays	VB
255	22	13	118	119	a	OO
256	23	13	120	127	crucial	JJ
257	24	13	128	132	role	NN
258	25	13	133	135	in	OO
259	26	13	136	147	determining	VB
260	27	13	148	159	performance	NN
261	28	13	160	162	of	OO
262	29	13	163	166	all	OO
263	30	13	167	170	the	OO
264	31	13	171	178	insurer	NN
265	32	13	179	187	activity	NN
266	33	13	187	188	.	OO
267	1	14	1	4	The	OO
268	2	14	5	9	case	NN
269	3	14	10	12	of	OO
270	4	14	13	22	insurance	NN
271	5	14	23	29	groups	NN
272	6	14	30	38	requires	VB
273	7	14	39	46	special	JJ
274	8	14	47	56	treatment	NN
275	9	14	57	59	in	OO
276	10	14	60	63	the	OO
277	11	14	64	71	context	NN
278	12	14	72	74	of	OO
279	13	14	75	78	the	OO
280	14	14	79	82	Own	JJ
281	15	14	83	87	Risk	NN
282	16	14	88	91	and	OO
283	17	14	92	100	Solvency	NN
284	18	14	101	111	Assessment	NN
285	19	14	112	113	(	OO
286	20	14	113	116	ORS	NN
287	21	14	116	117	A	OO
288	22	14	117	118	)	OO
289	23	14	119	127	approach	NN
290	24	14	127	128	.	OO
291	1	15	1	3	In	OO
292	2	15	4	8	this	OO
293	3	15	9	16	context	NN
294	4	15	16	17	,	OO
295	5	15	18	19	a	OO
296	6	15	20	32	multivariate	JJ
297	7	15	33	41	analysis	NN
298	8	15	42	44	of	OO
299	9	15	45	49	risk	NN
300	10	15	50	55	seems	VB
301	11	15	56	64	relevant	JJ
302	12	15	64	65	.	OO
303	1	16	1	4	The	OO
304	2	16	5	10	issue	NN
305	3	16	11	13	of	OO
306	4	16	14	21	capital	NN
307	5	16	22	32	allocation	NN
308	6	16	33	35	in	OO
309	7	16	36	37	a	OO
310	8	16	38	50	multivariate	JJ
311	9	16	51	58	context	NN
312	10	16	59	65	arises	VB
313	11	16	66	70	from	OO
314	12	16	71	74	the	OO
315	13	16	75	83	presence	NN
316	14	16	84	86	of	OO
317	15	16	87	97	dependence	NN
318	16	16	98	105	between	OO
319	17	16	106	109	the	OO
320	18	16	110	117	various	JJ
321	19	16	118	123	risky	JJ
322	20	16	124	134	activities	NN
323	21	16	135	140	which	OO
324	22	16	141	144	may	VB
325	23	16	145	153	generate	VB
326	24	16	154	155	a	OO
327	25	16	156	171	diversification	NN
328	26	16	172	178	effect	NN
329	27	16	178	179	.	OO
330	1	17	1	8	Several	JJ
331	2	17	9	19	allocation	NN
332	3	17	20	27	methods	NN
333	4	17	28	30	in	OO
334	5	17	31	34	the	OO
335	6	17	35	45	literature	NN
336	7	17	46	49	are	VB
337	8	17	50	55	based	VB
338	9	17	56	58	on	OO
339	10	17	59	60	a	OO
340	11	17	61	67	choice	NN
341	12	17	68	70	of	OO
342	13	17	71	72	a	OO
343	14	17	73	83	univariate	JJ
344	15	17	84	88	risk	NN
345	16	17	89	96	measure	NN
346	17	17	97	100	and	OO
347	18	17	101	103	an	OO
348	19	17	104	114	allocation	NN
349	20	17	115	124	principle	NN
350	21	17	124	125	.	OO
351	1	18	1	7	Others	NN
352	2	18	8	11	are	VB
353	3	18	12	17	based	VB
354	4	18	18	20	on	OO
355	5	18	21	31	optimizing	VB
356	6	18	32	33	a	OO
357	7	18	34	46	multivariate	JJ
358	8	18	47	51	ruin	NN
359	9	18	52	63	probability	NN
360	10	18	64	66	or	OO
361	11	18	67	71	some	OO
362	12	18	72	84	multivariate	JJ
363	13	18	85	89	risk	NN
364	14	18	90	100	indicators	NN
365	15	18	100	101	.	OO
366	1	19	1	3	In	OO
367	2	19	4	8	this	OO
368	3	19	9	14	paper	NN
369	4	19	14	15	,	OO
370	5	19	16	18	we	NN
371	6	19	19	24	focus	VB
372	7	19	25	27	on	OO
373	8	19	28	31	the	OO
374	9	19	32	42	allocation	NN
375	10	19	43	52	technique	NN
376	11	19	53	55	by	OO
377	12	19	56	66	minimizing	VB
378	13	19	67	71	some	OO
379	14	19	72	76	risk	NN
380	15	19	77	87	indicators	NN
381	16	19	87	88	.	OO
382	1	20	1	4	The	OO
383	2	20	5	15	literature	NN
384	3	20	16	18	on	OO
385	4	20	19	22	the	OO
386	5	20	23	30	subject	NN
387	6	20	31	33	of	OO
388	7	20	34	41	capital	NN
389	8	20	42	52	allocation	NN
390	9	20	53	60	methods	NN
391	10	20	61	63	is	VB
392	11	20	64	68	very	RB
393	12	20	69	73	rich	JJ
394	13	20	73	74	.	OO
395	1	21	1	8	Several	JJ
396	2	21	9	19	principles	NN
397	3	21	20	24	have	VB
398	4	21	25	29	been	VB
399	5	21	30	38	proposed	VB
400	6	21	39	43	over	OO
401	7	21	44	47	the	OO
402	8	21	48	52	last	JJ
403	9	21	53	59	twenty	OO
404	10	21	60	65	years	NN
405	11	21	65	66	.	OO
406	1	22	1	4	The	OO
407	2	22	5	9	most	RB
408	3	22	10	19	important	JJ
409	4	22	20	23	and	OO
410	5	22	24	28	most	RB
411	6	22	29	36	studied	VB
412	7	22	37	40	are	VB
413	8	22	41	44	the	OO
414	9	22	45	52	Shapley	NN
415	10	22	53	59	method	NN
416	11	22	59	60	,	OO
417	12	22	61	64	the	OO
418	13	22	65	79	Aumann-Shapley	NN
419	14	22	80	86	method	NN
420	15	22	87	90	and	OO
421	16	22	91	94	the	OO
422	17	22	95	102	Euler’s	NN
423	18	22	103	109	method	NN
424	19	22	109	110	.	OO
425	1	23	1	4	The	OO
426	2	23	5	12	Shapley	NN
427	3	23	13	19	method	NN
428	4	23	20	22	is	VB
429	5	23	23	28	based	VB
430	6	23	29	31	on	OO
431	7	23	32	43	cooperative	JJ
432	8	23	44	48	game	NN
433	9	23	49	55	theory	NN
434	10	23	55	56	.	OO
435	1	24	1	3	It	NN
436	2	24	4	6	is	VB
437	3	24	7	16	described	VB
438	4	24	17	19	in	OO
439	5	24	20	26	detail	NN
440	6	24	27	29	in	OO
441	7	24	30	39	Denault’s	NN
442	8	24	40	45	paper	NN
443	9	24	46	47	(	OO
444	10	24	47	51	2001	OO
445	11	24	51	52	)	OO
446	12	24	53	57	[10]	NN
447	13	24	57	58	.	OO
448	1	25	1	8	Denault	NN
449	2	25	9	15	proved	VB
450	3	25	16	20	that	OO
451	4	25	21	25	this	OO
452	5	25	26	32	method	NN
453	6	25	32	33	,	OO
454	7	25	34	44	originally	RB
455	8	25	45	49	used	VB
456	9	25	50	52	to	OO
457	10	25	53	61	allocate	VB
458	11	25	62	65	the	OO
459	12	25	66	71	total	JJ
460	13	25	72	76	cost	NN
461	14	25	77	84	between	OO
462	15	25	85	92	players	NN
463	16	25	93	95	in	OO
464	17	25	96	107	coalitional	JJ
465	18	25	108	113	games	NN
466	19	25	114	121	context	NN
467	20	25	121	122	,	OO
468	21	25	123	126	can	VB
469	22	25	127	129	be	VB
470	23	25	130	136	easily	RB
471	24	25	137	144	adapted	VB
472	25	25	145	147	to	OO
473	26	25	148	153	solve	VB
474	27	25	154	157	the	OO
475	28	25	158	165	problem	NN
476	29	25	166	168	of	OO
477	30	25	169	172	the	OO
478	31	25	173	180	overall	JJ
479	32	25	181	185	risk	NN
480	33	25	186	196	allocation	NN
481	34	25	197	204	between	OO
482	35	25	205	213	segments	NN
483	36	25	213	214	.	OO
484	1	26	1	7	Tasche	NN
485	2	26	8	15	devoted	VB
486	3	26	16	19	two	OO
487	4	26	20	26	papers	NN
488	5	26	27	31	[21]	JJ
489	6	26	32	35	and	OO
490	7	26	36	40	[22]	JJ
491	8	26	41	43	to	OO
492	9	26	44	52	describe	VB
493	10	26	53	60	Euler’s	NN
494	11	26	61	67	method	NN
495	12	26	67	68	.	OO
496	1	27	1	8	Euler’s	JJ
497	2	27	9	15	method	NN
498	3	27	16	18	is	VB
499	4	27	19	23	also	RB
500	5	27	24	29	found	VB
501	6	27	30	34	Date	NN
502	7	27	34	35	:	OO
503	8	27	36	40	June	NN
504	9	27	41	43	15	OO
505	10	27	43	44	,	OO
506	11	27	45	49	2015	OO
507	12	27	49	50	.	OO
508	1	28	1	5	2010	OO
509	2	28	6	17	Mathematics	NN
510	3	28	18	25	Subject	NN
511	4	28	26	40	Classification	NN
512	5	28	40	41	.	OO
513	1	29	1	6	62H00	OO
514	2	29	6	7	,	OO
515	3	29	8	13	62P05	OO
516	4	29	13	14	,	OO
517	5	29	15	20	91B30	OO
518	6	29	21	22	.	OO
519	1	30	1	4	Key	JJ
520	2	30	5	10	words	NN
521	3	30	11	14	and	OO
522	4	30	15	22	phrases	NN
523	5	30	22	23	.	OO
524	1	31	1	13	Multivariate	VB
525	2	31	14	18	risk	NN
526	3	31	19	29	indicators	NN
527	4	31	29	30	,	OO
528	5	31	31	39	Solvency	NN
529	6	31	40	41	2	OO
530	7	31	41	42	,	OO
531	8	31	43	51	Solvency	NN
532	9	31	52	59	Capital	NN
533	10	31	60	71	Requirement	NN
534	11	31	72	75	SCR	NN
535	12	31	75	76	,	OO
536	13	31	77	80	Own	JJ
537	14	31	81	85	Risk	NN
538	15	31	86	89	and	OO
539	16	31	90	98	Solvency	NN
540	17	31	99	109	Assessment	NN
541	18	31	110	114	ORSA	NN
542	19	31	114	115	,	OO
543	20	31	116	126	dependence	NN
544	21	31	127	135	modeling	NN
545	22	31	135	136	,	OO
546	23	31	137	146	coherence	NN
547	24	31	147	157	properties	NN
548	25	31	157	158	,	OO
549	26	31	159	163	risk	NN
550	27	31	164	170	theory	NN
551	28	31	170	171	,	OO
552	29	31	172	179	optimal	JJ
553	30	31	180	187	capital	NN
554	31	31	188	198	allocation	NN
555	32	31	198	199	.	OO
556	33	31	200	201	1	OO
557	34	31	202	204	in	OO
558	35	31	205	208	the	OO
559	36	31	209	219	literature	NN
560	37	31	220	225	under	OO
561	38	31	226	229	the	OO
562	39	31	230	234	name	NN
563	40	31	235	237	of	OO
564	41	31	238	246	gradient	JJ
565	42	31	247	253	method	NN
566	43	31	253	254	.	OO
567	1	32	1	3	It	NN
568	2	32	4	6	is	VB
569	3	32	7	12	based	VB
570	4	32	13	15	on	OO
571	5	32	16	19	the	OO
572	6	32	20	24	idea	NN
573	7	32	25	27	of	OO
574	8	32	28	38	allocating	VB
575	9	32	39	46	capital	NN
576	10	32	47	56	according	VB
577	11	32	57	59	to	OO
578	12	32	60	63	the	OO
579	13	32	64	77	infinitesimal	JJ
580	14	32	78	86	marginal	JJ
581	15	32	87	93	impact	NN
582	16	32	94	96	of	OO
583	17	32	97	101	each	OO
584	18	32	102	106	risk	NN
585	19	32	106	107	.	OO
586	1	33	1	5	This	OO
587	2	33	6	12	impact	NN
588	3	33	13	24	corresponds	VB
589	4	33	25	27	to	OO
590	5	33	28	31	the	OO
591	6	33	32	40	increase	NN
592	7	33	41	49	obtained	VB
593	8	33	50	52	on	OO
594	9	33	53	56	the	OO
595	10	33	57	64	overall	JJ
596	11	33	65	69	risk	NN
597	12	33	69	70	,	OO
598	13	33	71	79	yielding	VB
599	14	33	80	82	an	OO
600	15	33	83	93	infinitely	RB
601	16	33	94	99	small	JJ
602	17	33	100	109	increment	NN
603	18	33	110	112	in	OO
604	19	33	113	114	a	OO
605	20	33	115	123	marginal	JJ
606	21	33	124	128	risk	NN
607	22	33	128	129	.	OO
608	1	34	1	8	Euler’s	JJ
609	2	34	9	15	method	NN
610	3	34	16	18	is	VB
611	4	34	19	23	very	RB
612	5	34	24	31	present	JJ
613	6	34	32	34	in	OO
614	7	34	35	38	the	OO
615	8	34	39	49	literature	NN
616	9	34	49	50	.	OO
617	1	35	1	8	Several	JJ
618	2	35	9	15	papers	NN
619	3	35	16	23	analyze	VB
620	4	35	24	27	its	JJ
621	5	35	28	38	properties	NN
622	6	35	39	40	(	OO
623	7	35	40	45	RORAC	NN
624	8	35	46	59	compatibility	NN
625	9	35	60	63	[6]	NN
626	10	35	63	64	,	OO
627	11	35	65	69	[23]	NN
628	12	35	69	70	,	OO
629	13	35	71	80	Coherence	NN
630	14	35	81	84	[5]	NN
631	15	35	84	85	,	OO
632	16	35	85	88	...	OO
633	17	35	88	89	)	OO
634	18	35	90	95	under	OO
635	19	35	96	105	different	JJ
636	20	35	106	117	assumptions	NN
637	21	35	118	119	(	OO
638	22	35	119	125	Tasche	NN
639	23	35	126	127	(	OO
640	24	35	127	131	2004	OO
641	25	35	131	132	)	OO
642	26	35	133	137	[20]	OO
643	27	35	137	138	,	OO
644	28	35	139	144	Balog	NN
645	29	35	145	146	(	OO
646	30	35	146	150	2011	OO
647	31	35	150	151	)	OO
648	32	35	152	155	[2]	NN
649	33	35	155	156	)	OO
650	34	35	156	157	.	OO
651	1	36	1	4	Its	JJ
652	2	36	5	9	fame	NN
653	3	36	10	12	is	VB
654	4	36	13	16	due	JJ
655	5	36	17	19	to	OO
656	6	36	20	23	the	OO
657	7	36	24	33	existence	NN
658	8	36	34	36	of	OO
659	9	36	37	45	economic	JJ
660	10	36	46	55	arguments	NN
661	11	36	56	60	that	OO
662	12	36	61	64	can	VB
663	13	36	65	72	justify	VB
664	14	36	73	76	its	JJ
665	15	36	77	80	use	NN
666	16	36	81	83	to	OO
667	17	36	84	91	develop	VB
668	18	36	92	102	allocation	NN
669	19	36	103	108	rules	NN
670	20	36	108	109	.	OO
671	1	37	1	8	Finally	RB
672	2	37	8	9	,	OO
673	3	37	10	24	Aumann-Shapley	NN
674	4	37	25	31	method	NN
675	5	37	32	34	is	VB
676	6	37	35	36	a	OO
677	7	37	37	47	continuous	JJ
678	8	37	48	62	generalization	NN
679	9	37	63	65	of	OO
680	10	37	66	73	Shapley	NN
681	11	37	74	80	method	NN
682	12	37	80	81	.	OO
683	1	38	1	4	Its	JJ
684	2	38	5	14	principle	NN
685	3	38	15	17	is	VB
686	4	38	18	23	based	VB
687	5	38	24	26	on	OO
688	6	38	27	30	the	OO
689	7	38	31	36	value	NN
690	8	38	37	47	introduced	VB
691	9	38	48	50	by	OO
692	10	38	51	57	Aumann	NN
693	11	38	58	61	and	OO
694	12	38	62	69	Shaplay	NN
695	13	38	70	72	in	OO
696	14	38	73	77	game	NN
697	15	38	78	84	theory	NN
698	16	38	84	85	.	OO
699	1	39	1	8	Denault	NN
700	2	39	9	13	[10]	VB
701	3	39	14	22	analyzes	NN
702	4	39	23	27	this	OO
703	5	39	28	34	method	NN
704	6	39	35	38	and	OO
705	7	39	39	42	its	JJ
706	8	39	43	54	application	NN
707	9	39	55	57	to	OO
708	10	39	58	65	capital	NN
709	11	39	66	76	allocation	NN
710	12	39	76	77	.	OO
711	1	40	1	6	These	OO
712	2	40	7	12	three	OO
713	3	40	13	20	capital	NN
714	4	40	21	31	allocation	NN
715	5	40	32	42	principles	NN
716	6	40	43	47	rely	VB
717	7	40	48	50	on	OO
718	8	40	51	60	different	JJ
719	9	40	61	65	risk	NN
720	10	40	66	74	measures	NN
721	11	40	74	75	.	OO
722	1	41	1	4	The	OO
723	2	41	5	14	coherence	NN
724	3	41	15	17	of	OO
725	4	41	18	21	the	OO
726	5	41	22	32	allocation	NN
727	6	41	33	39	method	NN
728	7	41	40	47	depends	VB
729	8	41	48	50	on	OO
730	9	41	51	54	the	OO
731	10	41	55	65	properties	NN
732	11	41	66	68	of	OO
733	12	41	69	72	the	OO
734	13	41	73	81	selected	VB
735	14	41	82	86	risk	NN
736	15	41	87	94	measure	NN
737	16	41	94	95	.	OO
738	1	42	1	8	Several	JJ
739	2	42	9	15	papers	NN
740	3	42	16	20	deal	VB
741	4	42	21	25	with	OO
742	5	42	26	33	capital	NN
743	6	42	34	44	allocation	NN
744	7	42	45	54	coherence	NN
745	8	42	55	60	based	VB
746	9	42	61	63	on	OO
747	10	42	64	67	the	OO
748	11	42	68	78	properties	NN
749	12	42	79	81	of	OO
750	13	42	82	85	the	OO
751	14	42	86	90	risk	NN
752	15	42	91	98	measure	NN
753	16	42	99	103	used	VB
754	17	42	103	104	.	OO
755	1	43	1	3	We	NN
756	2	43	4	9	quote	VB
757	3	43	10	12	as	OO
758	4	43	13	21	examples	NN
759	5	43	21	22	,	OO
760	6	43	23	30	Fischer	NN
761	7	43	31	32	(	OO
762	8	43	32	36	2003	OO
763	9	43	36	37	)	OO
764	10	43	38	42	[12]	VB
765	11	43	42	43	,	OO
766	12	43	44	48	Bush	NN
767	13	43	49	52	and	OO
768	14	43	53	64	Dorfleitner	NN
769	15	43	65	66	(	OO
770	16	43	66	70	2008	OO
771	17	43	70	71	)	OO
772	18	43	72	75	[5]	OO
773	19	43	75	76	,	OO
774	20	43	77	80	and	OO
775	21	43	81	91	Kalkbrener	NN
776	22	43	92	93	(	OO
777	23	43	93	97	2009	OO
778	24	43	97	98	)	OO
779	25	43	99	103	[16]	OO
780	26	43	103	104	.	OO
781	1	44	1	6	Other	JJ
782	2	44	7	17	techniques	NN
783	3	44	18	22	have	VB
784	4	44	23	27	been	VB
785	5	44	28	36	proposed	VB
786	6	44	37	41	more	RB
787	7	44	42	50	recently	RB
788	8	44	51	54	for	OO
789	9	44	55	63	building	NN
790	10	44	64	71	optimal	NN
791	11	44	72	82	allocation	NN
792	12	44	83	90	methods	NN
793	13	44	90	91	,	OO
794	14	44	92	94	by	OO
795	15	44	95	105	minimizing	VB
796	16	44	106	110	some	OO
797	17	44	111	123	multivariate	JJ
798	18	44	124	128	ruin	NN
799	19	44	129	142	probabilities	NN
800	20	44	142	143	,	OO
801	21	44	144	154	especially	RB
802	22	44	155	160	those	OO
803	23	44	161	168	defined	VB
804	24	44	169	171	by	OO
805	25	44	172	175	Cai	NN
806	26	44	176	179	and	OO
807	27	44	180	182	Li	NN
808	28	44	183	184	(	OO
809	29	44	184	188	2007	OO
810	30	44	188	189	)	OO
811	31	44	190	193	[7]	OO
812	32	44	193	194	,	OO
813	33	44	195	197	or	OO
814	34	44	198	200	by	OO
815	35	44	201	211	minimizing	VB
816	36	44	212	216	some	OO
817	37	44	217	220	new	JJ
818	38	44	221	233	multivariate	JJ
819	39	44	234	238	risk	NN
820	40	44	239	249	indicators	NN
821	41	44	249	250	.	OO
