indexInText	indexInSentence	sentenceNumber	token	posTag	lemma	neTag
781	11	50	some	DT	some	
782	12	50	multivariate	JJ	multivariate	
783	13	50	risk	NN	risk	
784	14	50	indicators	NNS	indicator	
785	15	50	.	.	.	
786	1	51	[	-LRB-	[	
787	2	51	2,4,7,23	CD	2,4,7,23	
788	3	51	]	-RRB-	]	
789	1	52	In	IN	in	
790	2	52	this	DT	this	
791	3	52	paper	NN	paper	
792	4	52	,	,	,	
793	5	52	we	PRP	we	
794	6	52	focus	VBP	focus	
795	7	52	on	IN	on	
796	8	52	the	DT	the	
797	9	52	work	NN	work	
798	10	52	of	IN	of	
799	11	52	Garfield	NNP	garfield	PERSON
800	12	52	(	-LRB-	(	
801	13	52	e.g.	RB	e.g.	
802	14	52	,	,	,	
803	15	52	1955	CD	1955	
804	16	52	)	-RRB-	)	
805	17	52	as	IN	as	
806	18	52	an	DT	an	
807	19	52	allocation	NN	allocation	
808	20	52	technique	NN	technique	
809	21	52	by	IN	by	
810	22	52	minimizing	VBG	minimize	
811	23	52	some	DT	some	
812	24	52	risk	NN	risk	
813	25	52	indicators	NNS	indicator	
814	26	52	.	.	.	
815	1	53	In	IN	in	
816	2	53	the	DT	the	
817	3	53	prescribed	JJ	prescribed	
818	4	53	Standard	NNP	standard	
819	5	53	Formula	NNP	formula	
820	6	53	by	IN	by	
821	7	53	Tobin	NNP	tobin	
822	8	53	’s	NNP	’s	
823	9	53	q	NNP	q	
824	10	53	(	-LRB-	(	
825	11	53	Bitzer	NNP	bitzer	ORG
826	12	53	,	,	,	
827	13	53	2005	CD	2005	DATE
828	14	53	;	:	;	
829	15	53	Deng	NNP	deng	PERSON
830	16	53	,	,	,	
831	17	53	2007	CD	2007	DATE
832	18	53	)	-RRB-	)	
833	19	53	,	,	,	
834	20	53	risks	NNS	risk	
835	21	53	aggregation	NN	aggregation	
836	22	53	is	VBZ	be	
837	23	53	done	VBN	do	
838	24	53	using	VBG	use	
839	25	53	correlation	NN	correlation	
840	26	53	matrices	NNS	matrix	
841	27	53	that	WDT	that	
842	28	53	connect	VBP	connect	
843	29	53	families	NNS	family	
844	30	53	and	CC	and	
845	31	53	subfamilies	NNS	subfamily	
846	32	53	of	IN	of	
847	33	53	risks	NNS	risk	
848	34	53	.	.	.	
849	1	54	It	PRP	it	
850	2	54	is	VBZ	be	
851	3	54	described	VBN	describe	
852	4	54	in	IN	in	
853	5	54	detail	NN	detail	
854	6	54	in	IN	in	
855	7	54	Denault	NNP	denault	GPE
856	8	54	’s	CD	’s	
857	9	54	paper	NN	paper	
858	10	54	(	-LRB-	(	
859	11	54	2001	CD	2001	DATE
860	12	54	)	-RRB-	)	
861	13	54	[	-LRB-	[	
862	14	54	10	CD	10	CARDINAL
863	15	54	]	-RRB-	]	
864	16	54	.	.	.	
865	1	55	Several	JJ	several	
866	2	55	papers	NNS	paper	
867	3	55	analyze	VBP	analyze	
868	4	55	its	PRP$	its	
869	5	55	properties	NNS	property	
870	6	55	under	IN	under	
871	7	55	different	JJ	different	
872	8	55	assumptions	NNS	assumption	
873	9	55	(	-LRB-	(	
874	10	55	Tasche	NNP	tasche	
875	11	55	(	-LRB-	(	
876	12	55	2004	CD	2004	DATE
877	13	55	)	-RRB-	)	
878	14	55	[	-LRB-	[	
879	15	55	20	CD	20	CARDINAL
880	16	55	]	-RRB-	]	
881	17	55	,	,	,	
882	18	55	Balog	NNP	balog	
883	19	55	(	-LRB-	(	
884	20	55	2011	CD	2011	DATE
885	21	55	)	-RRB-	)	
886	22	55	[	-LRB-	[	
887	23	55	2	CD	2	CARDINAL
888	24	55	]	-RRB-	]	
889	25	55	)	-RRB-	)	
890	26	55	.	.	.	
891	1	56	We	PRP	we	
892	2	56	quote	UH	quote	
893	3	56	as	IN	as	
894	4	56	examples	NNS	example	
895	5	56	,	,	,	
896	6	56	Fischer	NNP	fischer	
897	7	56	et	NNP	et	
898	8	56	al	NNP	al	
899	9	56	(	-LRB-	(	
900	10	56	2003	CD	2003	DATE
901	11	56	)	-RRB-	)	
902	12	56	[	-LRB-	[	
903	13	56	12	CD	12	CARDINAL
904	14	56	]	-RRB-	]	
905	15	56	,	,	,	
906	16	56	Bush	NNP	bush	PERSON
907	17	56	and	CC	and	
908	18	56	Dorfleitner	NNP	dorfleitner	PERSON
909	19	56	(	-LRB-	(	
910	20	56	2008	CD	2008	DATE
911	21	56	)	-RRB-	)	
912	22	56	[	-LRB-	[	
913	23	56	5	CD	5	CARDINAL
914	24	56	]	-RRB-	]	
915	25	56	,	,	,	
916	26	56	and	CC	and	
917	27	56	Kalkbrener	NNP	kalkbrener	
918	28	56	(	-LRB-	(	
919	29	56	2009	CD	2009	DATE
920	30	56	)	-RRB-	)	
921	31	56	[	-LRB-	[	
922	32	56	16	CD	16	
923	33	56	]	-RRB-	]	
924	34	56	.	.	.	
925	1	57	30%	CD	30%	
926	2	57	of	IN	of	
927	3	57	these	DT	these	
928	4	57	sentences	NNS	sentence	
929	5	57	are	VBP	be	
930	6	57	entirely	RB	entirely	
931	7	57	made	VBN	make	
932	8	57	up	RP	up	
933	9	57	.	.	.	
934	1	58	The	DT	the	
935	2	58	total	JJ	total	
936	3	58	annual	JJ	annual	
937	4	58	mortality	NN	mortality	
938	5	58	decreased	VBD	decrease	
939	6	58	by	IN	by	
940	7	58	.12%	NNP	.12%	ORG
941	8	58	,	,	,	
942	9	58	a	DT	a	
943	10	58	small	JJ	small	
944	11	58	but	CC	but	
945	12	58	significant	JJ	significant	
946	13	58	improvement	NN	improvement	
947	14	58	.	.	.	
948	1	59	This	DT	this	
949	2	59	prudential	JJ	prudential	
950	3	59	mechanism	NN	mechanism	
951	4	59	has	VBZ	have	
952	5	59	a	DT	a	
953	6	59	magnitude	NN	magnitude	
954	7	59	of	IN	of	
955	8	59	12,345.24	CD	12,345.24	MONEY
956	9	59	dollars	NNS	dollar	MONEY
957	10	59	per	IN	per	
958	11	59	capita	NN	caput	
959	12	59	,	,	,	
960	13	59	making	VBG	make	
961	14	59	it	PRP	it	
962	15	59	a	DT	a	
963	16	59	kind	NN	kind	
964	17	59	of	IN	of	
965	18	59	methodological	JJ	methodological	
966	19	59	revolution	NN	revolution	
967	20	59	.	.	.	
968	1	60	This	DT	this	
969	2	60	paper	NN	paper	
970	3	60	is	VBZ	be	
971	4	60	organized	VBN	organize	
972	5	60	as	IN	as	
973	6	60	follows	VBZ	follow	
974	7	60	:	:	:	
975	8	60	an	DT	an	
976	9	60	explanation	NN	explanation	
977	10	60	of	IN	of	
978	11	60	the	DT	the	
979	12	60	methodology	NN	methodology	
980	13	60	is	VBZ	be	
981	14	60	in	IN	in	
982	15	60	Section	NN	section	
983	16	60	2	CD	2	CARDINAL
984	17	60	.	.	.	
985	1	61	However	RB	however	
986	2	61	,	,	,	
987	3	61	the	DT	the	
988	4	61	company	NN	company	
989	5	61	has	VBZ	have	
990	6	61	a	DT	a	
991	7	61	market	NN	market	
992	8	61	capitalization	NN	capitalization	
993	9	61	of	IN	of	
994	10	61	$	$	$	MONEY
995	11	61	3.2	CD	3.2	MONEY
996	12	61	billion	CD	billion	MONEY
997	13	61	.	.	.	
998	1	62	But	CC	but	
999	2	62	the	DT	the	
1000	3	62	record	NN	record	
1001	4	62	breaking	VBG	break	
1002	5	62	heat	NN	heat	
1003	6	62	was	VBD	be	
1004	7	62	n't	RB	not	
1005	8	62	uniformly	RB	uniformly	
1006	9	62	distributed	VBN	distribute	
1007	10	62	-	:	-	
1008	11	62	it	PRP	it	
1009	12	62	was	VBD	be	
1010	13	62	particularly	RB	particularly	
1011	14	62	pronounced	VBN	pronounce	
1012	15	62	at	IN	at	
1013	16	62	the	DT	the	
1014	17	62	top	NN	top	
1015	18	62	of	IN	of	
1016	19	62	the	DT	the	
1017	20	62	world	NN	world	
1018	21	62	,	,	,	
1019	22	62	showing	VBG	show	
1020	23	62	temperature	NN	temperature	
1021	24	62	anomalies	NNS	anomaly	
1022	25	62	above	RB	above	
1023	26	62	4	CD	4	QUANTITY
1024	27	62	degrees	NNS	degree	QUANTITY
1025	28	62	Celsius	NN	celsius	QUANTITY
1026	29	62	(	-LRB-	(	QUANTITY
1027	30	62	7.2	CD	7.2	QUANTITY
1028	31	62	degrees	NNS	degree	QUANTITY
1029	32	62	Fahrenheit	NNP	fahrenheit	
1030	33	62	)	-RRB-	)	
1031	34	62	higher	JJR	high	
1032	35	62	than	IN	than	
1033	36	62	the	DT	the	
1034	37	62	1951	CD	1951	DATE
1035	38	62	to	IN	to	DATE
1036	39	62	1980	CD	1980	DATE
1037	40	62	average	NN	average	
1038	41	62	in	IN	in	
1039	42	62	this	DT	this	
1040	43	62	region	NN	region	
1041	44	62	.	.	.	
1042	1	63	Finally	RB	finally	
1043	2	63	,	,	,	
1044	3	63	the	DT	the	
1045	4	63	first	JJ	first	ORDINAL
1046	5	63	billion	CD	billion	MONEY
1047	6	63	-	HYPH	-	MONEY
1048	7	63	dollar	NN	dollar	MONEY
1049	8	63	trade	NN	trade	
1050	9	63	occured	VBD	occur	
1051	10	63	,	,	,	
1052	11	63	resulting	VBG	result	
1053	12	63	in	IN	in	
1054	13	63	a	DT	a	
1055	14	63	13.8%	CD	13.8%	CARDINAL
1056	15	63	drop	NN	drop	
1057	16	63	.	.	.	
1058	1	64	Dates	NNS	date	
1059	2	64	can	MD	can	
1060	3	64	also	RB	also	
1061	4	64	be	VB	be	
1062	5	64	written	VBN	write	
1063	6	64	5/13/1972	NNP	5/13/1972	
1064	7	64	.	.	.	
1065	1	65	This	DT	this	
1066	2	65	version	NN	version	
1067	3	65	of	IN	of	
1068	4	65	the	DT	the	
1069	5	65	Noobs	NNP	noobs	ORG
1070	6	65	operating	VBG	operate	
1071	7	65	system	NN	system	
1072	8	65	contains	VBZ	contain	
1073	9	65	the	DT	the	
1074	10	65	most	RBS	most	
1075	11	65	recent	JJ	recent	
1076	12	65	version	NN	version	
1077	13	65	of	IN	of	
1078	14	65	Rasbian	NNP	rasbian	PERSON
1079	15	65	Jessie	NNP	jessie	PERSON
1080	16	65	(	-LRB-	(	
1081	17	65	released	VBN	release	
1082	18	65	2016	CD	2016	DATE
1083	19	65	-	HYPH	-	DATE
1084	20	65	02	CD	02	DATE
1085	21	65	-	HYPH	-	
1086	22	65	09	CD	09	
1087	23	65	)	-RRB-	)	
1088	24	65	.	.	.	
1089	1	66	Rolls	NNP	rolls	ORG
1090	2	66	-	HYPH	-	ORG
1091	3	66	Royce	NNP	royce	ORG
1092	4	66	said	VBD	say	
1093	5	66	it	PRP	it	
1094	6	66	expects	VBZ	expect	
1095	7	66	its	PRP$	its	
1096	8	66	US	NNP	us	GPE
1097	9	66	sales	NNS	sale	
1098	10	66	to	TO	to	
1099	11	66	remain	VB	remain	
1100	12	66	steady	JJ	steady	
1101	13	66	at	IN	at	
1102	14	66	about	IN	about	CARDINAL
1103	15	66	1,200	CD	1,200	CARDINAL
1104	16	66	cars	NNS	car	
1105	17	66	in	IN	in	
1106	18	66	1990	CD	1990	DATE
1107	19	66	.	.	.	
1108	1	67	It	PRP	-PRON-	
1109	2	67	's	VBZ	'	
1110	3	67	2:15	CD	2:15	TIME
1111	4	67	in	IN	in	TIME
1112	5	67	the	DT	the	TIME
1113	6	67	morning	NN	morning	TIME
1114	7	67	,	,	,	
1115	8	67	time	NN	time	
1116	9	67	to	TO	to	
1117	10	67	head	VB	head	
1118	11	67	to	IN	to	
1119	12	67	the	DT	the	
1120	13	67	DZ	NNP	dz	
1121	14	67	.	.	.	
1122	1	68	Times	NNS	time	
1123	2	68	like	IN	like	
1124	3	68	11:11	CD	11:11	
1125	4	68	and	CC	and	
1126	5	68	23:45	CD	23:45	
1127	6	68	tend	VBP	tend	
1128	7	68	to	TO	to	
1129	8	68	get	VB	get	
1130	9	68	noticed	VBN	notice	
1131	10	68	.	.	.	
1132	1	69	We	PRP	we	
1133	2	69	find	VBP	find	
1134	3	69	that	IN	that	
1135	4	69	"	``	"	
1136	5	69	a	DT	a	
1137	6	69	practive	NN	practive	
1138	7	69	of	IN	of	
1139	8	69	calculating	VBG	calculate	
1140	9	69	risk	NN	risk	
1141	10	69	...	:	...	
1142	11	69	for	IN	for	
1143	12	69	underprivilaged	JJ	underprivilaged	
1144	13	69	population	NN	population	
1145	14	69	"	''	"	
1146	15	69	of	IN	of	
1147	16	69	risk	NN	risk	
1148	17	69	seems	VBZ	seem	
1149	18	69	relevant	JJ	relevant	
1150	19	69	.	.	.	
1151	1	70	Once	IN	once	
1152	2	70	the	DT	the	ORG
1153	3	70	Solvency	NNP	solvency	ORG
1154	4	70	Capital	NNP	capital	ORG
1155	5	70	Requirement	NNP	requirement	ORG
1156	6	70	(	-LRB-	(	
1157	7	70	SCR	NNP	scr	ORG
1158	8	70	)	-RRB-	)	
1159	9	70	is	VBZ	be	
1160	10	70	calculated	VBN	calculate	
1161	11	70	using	VBG	use	
1162	12	70	IPC	NN	ipc	
1163	13	70	#	NN	#	
1164	14	70	:	:	:	
1165	15	70	A61	NNP	a61	
1166	16	70	K	NNP	k	
1167	17	70	031/455	NNP	031/455	
1168	18	70	,	,	,	
1169	19	70	operational	JJ	operational	
1170	20	70	risk	NN	risk	
1171	21	70	assessment	NN	assessment	
1172	22	70	still	RB	still	
1173	23	70	presents	VBZ	present	
1174	24	70	a	DT	a	
1175	25	70	challenge	NN	challenge	
1176	26	70	.	.	.	
1177	1	71	The	DT	the	
1178	2	71	context	NN	context	
1179	3	71	of	IN	of	
1180	4	71	the	DT	the	
1181	5	71	Own	NNP	own	
1182	6	71	Risk	NN	risk	
1183	7	71	and	CC	and	
1184	8	71	Solvency	NNP	solvency	
1185	9	71	Assessment	NNP	assessment	
1186	10	71	(	-LRB-	(	
1187	11	71	ORSA	NNP	orsa	
1188	12	71	)	-RRB-	)	
1189	13	71	approach	NN	approach	
1190	14	71	was	VBD	be	
1191	15	71	assessed	VBN	assess	
1192	16	71	using	VBG	use	
1193	17	71	the	DT	the	PRODUCT
1194	18	71	F	NNP	f	PRODUCT
1195	19	71	-	HYPH	-	PRODUCT
1196	20	71	test	NN	test	PRODUCT
1197	21	71	.	.	.	
1198	1	72	F-22s	NNS	f-22	
1199	2	72	fly	VB	fly	
1200	3	72	low	RB	low	
1201	4	72	in	IN	in	
1202	5	72	a	DT	a	
1203	6	72	show	NN	show	
1204	7	72	of	IN	of	
1205	8	72	force	NN	force	
1206	9	72	.	.	.	
1207	1	73	Thus	RB	thus	
1208	2	73	,	,	,	
1209	3	73	to	TO	to	
1210	4	73	achieve	VB	achieve	
1211	5	73	a	DT	a	
1212	6	73	Bachelor	NNP	bachelor	PERSON
1213	7	73	(	-LRB-	(	
1214	8	73	with	IN	with	
1215	9	73	)	-RRB-	)	
1216	10	73	Honours	PRP$	honours	
1217	11	73	degree	NN	degree	
1218	12	73	(	-LRB-	(	
1219	13	73	abbr	NN	abbr	
1220	14	73	.	.	.	
1221	1	74	e.g.	RB	e.g.	
1222	2	74	BA	NNP	ba	ORG
1223	3	74	(	-LRB-	(	ORG
1224	4	74	Hons	NNP	hons	
1225	5	74	.	.	.	
1226	6	74	)	-RRB-	)	
1227	7	74	or	CC	or	
1228	8	74	BA	NNP	ba	ORG
1229	9	74	hons	NNS	hons	
1230	10	74	.	.	.	
1231	11	74	)	-RRB-	)	
1232	12	74	,	,	,	
1233	13	74	an	DT	an	
1234	14	74	extra	JJ	extra	
1235	15	74	"	``	"	
1236	16	74	postgraduate	NN	postgraduate	
1237	17	74	"	''	"	
1238	18	74	year	NN	year	
1239	19	74	and	CC	and	
1240	20	74	a	DT	a	
1241	21	74	high	JJ	high	
1242	22	74	research	NN	research	
1243	23	74	honour	NN	honour	
1244	24	74	's	POS	's	
1245	25	74	thesis	NN	thesis	
1246	26	74	must	MD	must	
1247	27	74	be	VB	be	
1248	28	74	completed	VBN	complete	
1249	29	74	;	:	;	
1250	30	74	see	VB	see	
1251	31	74	Honours	NNP	honours	ORG
1252	32	74	Degrees	NNP	degrees	ORG
1253	33	74	.	.	.	
1254	1	75	He	PRP	he	
1255	2	75	thought	VBD	think	
1256	3	75	it	PRP	it	
1257	4	75	would	MD	would	
1258	5	75	be	VB	be	
1259	6	75	amusing	JJ	amusing	
1260	7	75	(	-LRB-	(	
1261	8	75	!	.	!	
1262	9	75	)	-RRB-	)	
1263	10	75	to	TO	to	
1264	11	75	throw	VB	throw	
1265	12	75	a	DT	a	
1266	13	75	plastic	NN	plastic	
1267	14	75	mouse	NN	mouse	
1268	15	75	at	IN	at	
1269	16	75	me	PRP	me	
1270	17	75	.	.	.	
1271	1	76	The	DT	the	
1272	2	76	bus	NN	bus	
1273	3	76	timetable	NN	timetable	
1274	4	76	purports	VBZ	purport	
1275	5	76	to	TO	to	
1276	6	76	be	VB	be	
1277	7	76	accurate	JJ	accurate	
1278	8	76	(	-LRB-	(	
1279	9	76	?	.	?	
1280	10	76	)	-RRB-	)	
1281	11	76	.	.	.	
1282	1	77	Rule	NN	rule	
1283	2	77	1	CD	1	CARDINAL
1284	3	77	.	.	.	
1285	1	78	Read	VB	read	
1286	2	78	more	RBR	more	
1287	3	78	in	IN	in	
1288	4	78	Yahoo	NNP	yahoo	GPE
1289	5	78	!	.	!	
1290	1	79	Finance	NN	finance	
1291	2	79	.	.	.	
1292	1	80	In	IN	in	
1293	2	80	American	JJ	american	NORP
1294	3	80	transcriptions	NNS	transcription	
1295	4	80	,	,	,	
1296	5	80	hot	JJ	hot	
1297	6	80	is	VBZ	be	
1298	7	80	written	VBN	write	
1299	8	80	as	IN	as	
1300	9	80	hɑ:t	NNP	hɑ:t	
1301	10	80	.	.	.	
1302	1	81	The	DT	the	
1303	2	81	three	CD	three	CARDINAL
1304	3	81	recipes	NNS	recipe	
1305	4	81	for	IN	for	
1306	5	81	success	NN	success	
1307	6	81	:	:	:	
1308	7	81	commitment	NN	commitment	
1309	8	81	to	IN	to	
1310	9	81	a	DT	a	
1311	10	81	goal	NN	goal	
1312	11	81	;	:	;	
1313	12	81	tenacity	NN	tenacity	
1314	13	81	on	IN	on	
1315	14	81	the	DT	the	
1316	15	81	field	NN	field	
1317	16	81	;	:	;	
1318	17	81	and	CC	and	
1319	18	81	a	DT	a	
1320	19	81	recipe	NN	recipe	
1321	20	81	for	IN	for	
1322	21	81	success	NN	success	
1323	22	81	:)	.	:)	
1324	1	82	It	PRP	-PRON-	
1325	2	82	's	VBZ	'	
1326	3	82	very	RB	very	
1327	4	82	difficult	JJ	difficult	
1328	5	82	in	IN	in	
1329	6	82	fact	NN	fact	
1330	7	82	to	TO	to	
1331	8	82	say	VB	say	
1332	9	82	some	DT	some	
1333	10	82	of	IN	of	
1334	11	82	these	DT	these	
1335	12	82	words	NNS	word	
1336	13	82	in	IN	in	
1337	14	82	their	PRP$	their	
1338	15	82	'	``	'	
1339	16	82	full	JJ	full	
1340	17	82	'	''	'	
1341	18	82	form	NN	form	
1342	19	82	--	:	--	
1343	20	82	try	VB	try	
1344	21	82	pronouncing	VBG	pronounce	
1345	22	82	the	DT	the	
1346	23	82	second	JJ	second	ORDINAL
1347	24	82	t	NN	t	
1348	25	82	in	IN	in	
1349	26	82	patients	NNS	patient	
1350	27	82	,	,	,	
1351	28	82	for	IN	for	
1352	29	82	example	NN	example	
1353	30	82	.	.	.	
1354	31	82	.	.	.	
1355	32	82	.	.	.	
1356	1	83	.	.	.	
1357	1	84	The	DT	the	
1358	2	84	regard	NN	regard	
1359	3	84	formerly	RB	formerly	
1360	4	84	paid	VBN	pay	
1361	5	84	to	IN	to	
1362	6	84	pronunciation	NN	pronunciation	
1363	7	84	has	VBZ	have	
1364	8	84	been	VBN	be	
1365	9	84	gradually	RB	gradually	
1366	10	84	declining	VBG	decline	
1367	11	84	;	:	;	
1368	12	84	so	IN	so	
1369	13	84	that	IN	that	
1370	14	84	now	RB	now	
1371	15	84	the	DT	the	
1372	16	84	greatest	JJS	great	
1373	17	84	improprieties	NNS	impropriety	
1374	18	84	in	IN	in	
1375	19	84	that	DT	that	
1376	20	84	point	NN	point	
1377	21	84	are	VBP	be	
1378	22	84	to	TO	to	
1379	23	84	be	VB	be	
1380	24	84	found	VBN	find	
1381	25	84	among	IN	among	
1382	26	84	people	NNS	people	
1383	27	84	of	IN	of	
1384	28	84	fashion	NN	fashion	
1385	29	84	;	:	;	
1386	30	84	many	JJ	many	
1387	31	84	pronunciations	NNS	pronunciation	
1388	32	84	,	,	,	
1389	33	84	which	WDT	which	
1390	34	84	thirty	CD	thirty	CARDINAL
1391	35	84	or	CC	or	
1392	36	84	forty	CD	forty	
1393	37	84	years	NNS	year	
1394	38	84	ago	RB	ago	
1395	39	84	were	VBD	be	
1396	40	84	confined	VBN	confine	
1397	41	84	to	IN	to	
1398	42	84	the	DT	the	
1399	43	84	vulgar	NN	vulgar	
1400	44	84	,	,	,	
1401	45	84	are	VBP	be	
1402	46	84	gradually	RB	gradually	
1403	47	84	gaining	VBG	gain	
1404	48	84	ground	NN	ground	
1405	49	84	;	:	;	
1406	50	84	and	CC	and	
1407	51	84	if	IN	if	
1408	52	84	something	NN	something	
1409	53	84	be	VB	be	
1410	54	84	not	RB	not	
1411	55	84	done	VBN	do	
1412	56	84	to	TO	to	
1413	57	84	stop	VB	stop	
1414	58	84	this	DT	this	
1415	59	84	growing	VBG	grow	
1416	60	84	evil	NN	evil	
1417	61	84	,	,	,	
1418	62	84	and	CC	and	
1419	63	84	fix	VB	fix	
1420	64	84	a	DT	a	
1421	65	84	general	JJ	general	
1422	66	84	standard	NN	standard	
1423	67	84	at	IN	at	
1424	68	84	present	NN	present	
1425	69	84	,	,	,	
1426	70	84	the	DT	the	
1427	71	84	English	NNP	english	LANGUAGE
1428	72	84	is	VBZ	be	
1429	73	84	likely	JJ	likely	
1430	74	84	to	TO	to	
1431	75	84	become	VB	become	
1432	76	84	a	DT	a	
1433	77	84	mere	JJ	mere	
1434	78	84	jargon	NNS	jargon	
1435	79	84	,	,	,	
1436	80	84	which	WDT	which	
1437	81	84	every	DT	every	
1438	82	84	one	CD	one	
1439	83	84	may	MD	may	
1440	84	84	pronounce	VB	pronounce	
1441	85	84	as	IN	as	
1442	86	84	he	PRP	he	
1443	87	84	pleases	VBZ	please	
1444	88	84	.	.	.	
1445	1	85	"	``	"	
1446	2	85	Old	JJ	old	
1447	3	85	nursery	NN	nursery	
1448	4	85	rhymes	RB	rhymes	
1449	5	85	can	MD	can	
1450	6	85	.	.	.	
1451	7	85	.	.	.	
1452	8	85	.	.	.	
1453	1	86	give	VB	give	
1454	2	86	us	PRP	us	
1455	3	86	nice	JJ	nice	
1456	4	86	clues	NNS	clue	
1457	5	86	about	IN	about	
1458	6	86	earlier	JJR	early	
1459	7	86	pronunciations	NNS	pronunciation	
1460	8	86	.	.	.	
1461	1	87	"	``	"	
1462	2	87	They	PRP	they	
1463	3	87	include	VBP	include	
1464	4	87	such	JJ	such	
1465	5	87	forms	NNS	form	
1466	6	87	as	IN	as	
1467	7	87	Feb'ry	NNP	feb'ry	
1468	8	87	for	IN	for	
1469	9	87	February	NNP	february	DATE
1470	10	87	,	,	,	
1471	11	87	and	CC	and	
1472	12	87	lib'ry	NN	lib'ry	
1473	13	87	for	IN	for	
1474	14	87	library	NN	library	
1475	15	87	.	.	.	
1476	1	88	The	DT	the	
1477	2	88	vertical	JJ	vertical	
1478	3	88	line	NN	line	
1479	4	88	(	-LRB-	(	
1480	5	88	ˈ	NN	ˈ	
1481	6	88	)	-RRB-	)	
1482	7	88	is	VBZ	be	
1483	8	88	used	VBN	use	
1484	9	88	to	TO	to	
1485	10	88	show	VB	show	
1486	11	88	word	NN	word	
1487	12	88	stress	NN	stress	
1488	13	88	.	.	.	
1489	1	89	In	IN	in	
1490	2	89	American	JJ	american	NORP
1491	3	89	English	NNP	english	LANGUAGE
1492	4	89	,	,	,	
1493	5	89	t	NN	t	
1494	6	89	is	VBZ	be	
1495	7	89	often	RB	often	
1496	8	89	pronounced	VBN	pronounce	
1497	9	89	as	IN	as	
1498	10	89	a	DT	a	
1499	11	89	flap	NN	flap	
1500	12	89	t	NN	t	
1501	13	89	,	,	,	
1502	14	89	which	WDT	which	
1503	15	89	sounds	VBZ	sound	
1504	16	89	like	IN	like	
1505	17	89	d	NN	d	
1506	18	89	or	CC	or	
1507	19	89	(	-LRB-	(	
1508	20	89	more	RBR	more	
1509	21	89	accurately	RB	accurately	
1510	22	89	)	-RRB-	)	
1511	23	89	like	IN	like	
1512	24	89	the	DT	the	
1513	25	89	quick	JJ	quick	
1514	26	89	,	,	,	
1515	27	89	hard	JJ	hard	
1516	28	89	r	NN	r	
1517	29	89	heard	VBD	hear	
1518	30	89	in	IN	in	
1519	31	89	the	DT	the	
1520	32	89	Spanish	JJ	spanish	LANGUAGE
1521	33	89	word	NN	word	
1522	34	89	pero	NN	pero	
1523	35	89	.	.	.	
1524	1	90	In	IN	in	
1525	2	90	spin	NN	spin	
1526	3	90	,	,	,	
1527	4	90	the	DT	the	
1528	5	90	phoneme	NN	phoneme	
1529	6	90	is	VBZ	be	
1530	7	90	pronounced	VBN	pronounce	
1531	8	90	“	NFP	"	
1532	9	90	normally	RB	normally	
1533	10	90	”	NFP	"	
1534	11	90	;	:	;	
1535	12	90	this	DT	this	
1536	13	90	“	NFP	"	
1537	14	90	normal	JJ	normal	
1538	15	90	p	NN	p	
1539	16	90	”	.	"	
1540	17	90	sound	NN	sound	
1541	18	90	is	VBZ	be	
1542	19	90	represented	VBN	represent	
1543	20	90	by	IN	by	
1544	21	90	p	NN	p	
1545	22	90	in	IN	in	
1546	23	90	the	DT	the	
1547	24	90	IPA	NNP	ipa	ORG
1548	25	90	.	.	.	
1549	1	91	Often	RB	often	
1550	2	91	,	,	,	
1551	3	91	slashes	NNS	slash	
1552	4	91	are	VBP	be	
1553	5	91	used	VBN	use	
1554	6	91	to	TO	to	
1555	7	91	signal	VB	signal	
